candidate_type,candidate,domain,score,mentions,source_count,sample_sources
domain,www.rottentomatoes.com,www.rottentomatoes.com,42,7,4,research_results/documents/parsed/0626db2d35dc593351e86353787f097c.txt | research_results/documents/parsed/a8e9b1c172c480ab56bd7001e3a0291a.txt | research_results/third_party_downloads/github.com/github.com_johndeverall_opengraph-java.html | research_results/third_party_downloads/github.com/github.com_scottmac_opengraph.html
domain,www.iso.org,www.iso.org,42,7,4,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,player.vimeo.com,player.vimeo.com,42,5,5,research_results/third_party_downloads/oregonbuys.gov/www.periscopeholdings.com_who-we-are.html | research_results/third_party_downloads/relatednorthwest.com/www.relatedcalifornia.com_our-company_related-northwest.html | research_results/third_party_downloads/relatednorthwest.com/www.relatedcalifornia.com_our-company_related-northwest_1120a89d8b.html | research_results/third_party_downloads/wordpress.org/wordpress.org_plugins_gdpr-cookie-compliance.html | research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_who-we-are_about-us.html
domain,js-agent.newrelic.com,js-agent.newrelic.com,42,5,5,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_5f484e276c.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,custom.transaction,custom.transaction,42,5,5,research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_5f484e276c.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org_db352f424d.html
domain,dri.es,dri.es,42,5,5,research_results/third_party_downloads/www.drupal.org/new.drupal.org_home.html | research_results/third_party_downloads/www.drupal.org/new.drupal.org_home_3b1f62d3fa.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about_values-and-principles.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_drupal-services.html
domain,ref.gs1.org,ref.gs1.org,42,5,1,research_results/third_party_downloads/schema.org/schema.org_Person.html
domain,ade.googlesyndication.com,ade.googlesyndication.com,41,13,1,research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html
domain,www.rfc-editor.org,www.rfc-editor.org,41,8,4,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html
domain,cmsv2-static-cdn-prod.apptegy.net,cmsv2-static-cdn-prod.apptegy.net,41,6,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,opengraph.githubassets.com,opengraph.githubassets.com,41,5,5,research_results/third_party_downloads/github.com/github.com_facebook_open-graph-protocol.html | research_results/third_party_downloads/github.com/github.com_johndeverall_opengraph-java.html | research_results/third_party_downloads/github.com/github.com_newrelic_newrelic-browser-agent_blob_main_docs_warning-codes.md | research_results/third_party_downloads/github.com/github.com_niallkennedy_open-graph-protocol-tools.html | research_results/third_party_downloads/github.com/github.com_scottmac_opengraph.html
org_name,Administrative Services State Procurement Services,,41,13,13,research_results/oregon_documents/P2_Procurement_&_Rules_equity.aspx | research_results/oregon_p1p2_downloads/Orcpp.aspx | research_results/oregon_p1p2_downloads/equity-about.aspx | research_results/oregon_p1p2_downloads/equity-disparity-study.aspx | research_results/oregon_p1p2_downloads/equity-newsletters.aspx
domain,law.justia.com,law.justia.com,40,26,2,research_results/third_party_downloads/dockets.justia.com/dockets.justia.com.html | research_results/third_party_downloads/dockets.justia.com/dockets.justia.com_a554c85c58.html
domain,resources.finalsite.net,resources.finalsite.net,40,12,1,research_results/third_party_downloads/tinyurl.com/www.douglasesd.k12.or.us_about-douglas-esd_news_default-board-post-page_~board_news_post_american-education-week.html
domain,doi.org,doi.org,40,12,4,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Internet_media_type.html
domain,vimeo.com,vimeo.com,40,5,3,research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_blogs_gare-team_2025_12_09_ithaca-local-meeting.html | research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_home.html | research_results/third_party_downloads/www.racialequityalliance.org/www.racialequityalliance.org_home_7f6b5e38d7.html
org_name,Google LLC,,40,10,10,research_results/documents/parsed/3c72cd8d521a53f9c2171552b3686808.txt | research_results/documents/parsed/72452bef644dc6379e166efa8730a402.txt | research_results/documents/parsed/95c63fdf066dde780c9aa043c6292579.txt | research_results/documents/parsed/9c5b986feef96c0eff29c2fb4d2f4aeb.txt | research_results/documents/parsed/de030a0d5975e90c1b9a84e6bf00f918.txt
org_name,Security Advisories Partners,,40,6,6,research_results/documents/parsed/3624845de3c2316d6c0dbf0f2893e487.txt | research_results/documents/parsed/9afc03806c436d495f9b35661514a4c4.txt | research_results/documents/parsed/adcf7235f7f3bbc0db58cf35869d2d55.txt | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about_values-and-principles.html
org_name,Drupal Swag Shop Support Drupal The Drupal Association,,40,6,6,research_results/documents/parsed/3624845de3c2316d6c0dbf0f2893e487.txt | research_results/documents/parsed/9afc03806c436d495f9b35661514a4c4.txt | research_results/documents/parsed/adcf7235f7f3bbc0db58cf35869d2d55.txt | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about.html | research_results/third_party_downloads/www.drupal.org/www.drupal.org_about_values-and-principles.html
org_name,Safety Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,Privacy Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,LIVE Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,Visit TikTok Shop Seller Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,TikTok Business Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,TikTok Shop Seller Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,Transparency Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,Business Center,,40,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
domain,ca.wordpress.org,ca.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,cs.wordpress.org,cs.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,de.wordpress.org,de.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,el.wordpress.org,el.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
domain,cl.wordpress.org,cl.wordpress.org,39,6,6,research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html | research_results/third_party_downloads/wordpress.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org_about.html
